Crop Type,Crop Season,Farm Size (acres),Soil Type,Region,Labor Cost Per Day,Labor Availability,Water Availability,Pesticide Type,Fertilizer Type,Fertilizers Used,Land Preparation,Seeds,Fertilizers,Pesticides,Irrigation,Labor,Machinery,Transportation,Miscellaneous,Total Cost
Carrot,Summer,1.34,Sandy,Kerala,444,Moderate,Low,Chemical,Urea,"Bone Meal, Gypsum, Green Manure, Vermicompost",4100,2518,5002,2680,5002,5950,3937,1357,1292,31838
Peas,Summer,5.36,Clay,Uttar Pradesh,381,Low,High,Organic,Ammonium Sulfate,"Green Manure, Zinc Sulphate, Potash, Compost",19055,11701,26318,6432,18111,20422,13770,6025,3291,125125
Chili,Transitional,8.72,Loam,Karnataka,487,Low,High,Chemical,NPK,"Bio-fertilizers, Lime, Compost, Bone Meal",29683,17675,39999,17440,23047,59453,32351,9601,7072,236321
Garlic,Harvest,2.32,Loam,Bihar,482,High,High,Organic,NPK,Bio-fertilizers,6211,3719,9944,2784,7774,11182,7352,2793,2297,54056
Chili,Rainy,5.05,Silt,Maharashtra,336,Moderate,High,Chemical,DAP,Compost,17468,9736,19195,10100,17458,18665,10580,4717,2581,110500
Lettuce,Harvest,9.23,Peat,Tamil Nadu,399,High,Moderate,Organic,Compost,"Bio-fertilizers, Compost, Zinc Sulphate, DAP",31576,18552,40381,11076,36329,55242,34520,7689,7421,242786
Peas,Kharif,7.01,Peat,Karnataka,259,High,Moderate,Organic,Compost,"Zinc Sulphate, DAP",26673,13508,33010,8412,18864,23603,20981,10129,6828,162008
Okra,Winter,6.3,Peat,Kerala,354,Moderate,Moderate,Chemical,Ammonium Sulfate,"NPK, Lime",22157,12461,26573,12600,21319,33453,17596,8222,6004,160385
Pumpkin,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,Vermicompost,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Zucchini,Rabi,2.48,Silt,Haryana,396,Low,High,Organic,Urea,Urea,9461,5153,10203,2976,6314,11785,8722,3656,1964,60234
Tomato,Monsoon,3.98,Peat,Rajasthan,524,High,Low,Organic,Compost,"Bio-fertilizers, Green Manure, Potash, Urea",15618,6981,17464,4776,13699,27112,12732,5019,3658,107059
Garlic,Winter,5.06,Clay,Maharashtra,319,Low,Moderate,Organic,DAP,Lime,14659,11319,23418,6072,14492,16141,17062,4680,5035,112878
Ginger,Monsoon,4.67,Peat,Andhra Pradesh,370,Moderate,Moderate,Organic,Vermicompost,"Zinc Sulphate, Bone Meal",18451,9718,20450,5604,13515,24191,13865,3974,3222,112990
Broccoli,Monsoon,7.37,Sandy,Haryana,529,Moderate,Low,Chemical,DAP,DAP,20673,16096,29473,14740,26908,42886,21697,8210,5638,186321
Carrot,Autumn,6.19,Peat,Maharashtra,346,High,High,Chemical,Vermicompost,"Zinc Sulphate, Urea",24054,12151,24983,12380,23188,25701,21275,5645,4680,154057
Carrot,Post-Rabi,6.9,Silt,Andhra Pradesh,315,Low,Low,Organic,NPK,"Zinc Sulphate, Ammonium Sulphate, Compost",25012,13020,24488,8280,20769,30429,19596,9184,4237,155015
Cauliflower,Summer,8.81,Sandy,Punjab,307,Low,High,Organic,Ammonium Sulfate,"Potash, Vermicompost, NPK, Bone Meal",28668,13717,37592,10572,33293,27047,32218,11885,6845,201837
Chili,Rainy,7.47,Loam,Rajasthan,408,Low,Moderate,Chemical,Compost,"Calcium Nitrate, Bio-fertilizers",26138,17540,27221,14940,22582,36573,27646,11003,4968,188611
Garlic,Late Kharif,3.8,Loam,Karnataka,386,Low,Low,Organic,Vermicompost,"Gypsum, Ammonium Sulphate, Green Manure",14626,9257,17305,4560,11541,22002,12012,4408,3690,99401
Broccoli,Rabi,7.35,Clay,Kerala,555,High,High,Organic,Potash,"Urea, Phosphate, Ammonium Sulphate",25424,15722,26688,8820,21484,44872,17427,10496,4432,175365
Lettuce,Monsoon,5.48,Peat,Rajasthan,532,Moderate,High,Chemical,Urea,"Potash, Bone Meal, Phosphate, Vermicompost",17700,8368,26331,10960,14944,32069,16396,7853,4137,138758
Tomato,Transitional,6.07,Loam,Punjab,510,Low,High,Chemical,Vermicompost,"Gypsum, Compost, Vermicompost, DAP",16765,14313,23849,12140,23430,30957,17105,8893,4941,152393
Chili,Monsoon,3.87,Peat,Bihar,281,Moderate,Moderate,Chemical,NPK,"Zinc Sulphate, NPK, Calcium Nitrate",14520,8170,18181,7740,10968,16312,13228,4632,2519,96270
Cabbage,Monsoon,2.78,Loam,Uttar Pradesh,469,Low,High,Organic,Vermicompost,"Gypsum, DAP, Lime, Ammonium Sulphate",8340,4281,12838,3336,9402,14342,7740,2382,2093,64754
Peas,Rainy,2.87,Clay,Gujarat,350,High,Moderate,Chemical,Urea,"Gypsum, Bio-fertilizers, DAP",8398,6331,13747,5740,9939,13058,10315,3266,1937,72731
Capsicum,Zaid,8.77,Silt,Gujarat,400,High,Moderate,Organic,Potash,"Urea, Green Manure, Bio-fertilizers",33896,18549,39219,10524,23469,38588,27064,12629,7551,211489
Capsicum,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Compost,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Garlic,Spring,8.25,Clay,Tamil Nadu,563,Low,Low,Chemical,Urea,"Phosphate, Bio-fertilizers, Zinc Sulphate, Compost",25237,15378,34419,16500,27860,65026,18232,8448,5041,216141
Pumpkin,Monsoon,5.22,Silt,Chhattisgarh,386,Moderate,Low,Chemical,Potash,Lime,14209,8054,22289,10440,15415,26194,19512,4928,4087,125128
Tomato,Kharif,0.84,Sandy,West Bengal,432,Low,High,Chemical,DAP,"Bone Meal, Green Manure, Bio-fertilizers",2162,1718,3618,1680,3263,5443,2698,855,454,21891
Garlic,Summer,1.34,Sandy,Kerala,444,Moderate,Low,Chemical,Potash,"Bone Meal, Gypsum, Green Manure, Vermicompost",4100,2518,5002,2680,5002,5950,3937,1357,1292,31838
Lettuce,Transitional,7.49,Silt,Odisha,350,High,Low,Organic,Ammonium Sulfate,"Compost, Ammonium Sulphate, Calcium Nitrate",26275,15909,32978,8988,22770,28836,27646,6689,7385,177476
Beetroot,Autumn,3.33,Silt,Kerala,450,Low,High,Organic,Urea,"Lime, Calcium Nitrate",10679,7259,13443,3996,10939,16484,8588,4342,2900,78630
Carrot,Transitional,7.64,Sandy,West Bengal,489,Moderate,Low,Organic,Compost,"Compost, DAP",28108,11567,34984,9168,26518,44832,15387,8450,5455,184469
Potato,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,Urea,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
Onion,Autumn,3.26,Loam,Odisha,512,Low,High,Organic,NPK,Potash,11084,7133,12082,3912,9979,16691,10031,4567,1842,77321
Zucchini,Summer,1.97,Sandy,Punjab,278,High,High,Chemical,Vermicompost,"Green Manure, NPK",7588,4610,8323,3940,7519,6024,4261,1931,1946,46142
Cauliflower,Monsoon,2.42,Sandy,Chhattisgarh,481,Moderate,Low,Organic,Urea,"Green Manure, Bone Meal",9290,3770,9520,2904,9624,16296,9610,1948,1667,64629
Broccoli,Spring,2.32,Loam,Maharashtra,358,Low,High,Chemical,Compost,"Potash, Bio-fertilizers, Calcium Nitrate, Phosphate",7781,4675,9772,4640,6566,11628,4914,3241,1714,54931
Broccoli,Late Kharif,1.0,Sandy,Gujarat,432,Low,Low,Organic,Compost,Urea,2953,1661,4793,1200,3577,5184,3046,912,974,24300
Garlic,Transitional,7.85,Clay,Rajasthan,281,Low,High,Organic,DAP,"DAP, Bone Meal, Phosphate, Zinc Sulphate",24013,17584,33355,9420,25795,22058,26737,9710,4333,173005
Cabbage,Autumn,5.33,Peat,Tamil Nadu,476,Low,Moderate,Organic,Ammonium Sulfate,DAP,16805,12648,23207,6396,17147,30445,18735,7686,4184,137253
Okra,Post-Rabi,2.58,Silt,Andhra Pradesh,496,Low,High,Chemical,Potash,"Lime, Urea, Zinc Sulphate, Green Manure",7647,5934,9727,5160,7420,16636,8509,3145,2077,66255
Zucchini,Rainy,4.49,Loam,Karnataka,527,High,Low,Organic,NPK,"Compost, Vermicompost, Calcium Nitrate, NPK",16317,10457,20052,5388,17830,33127,10183,5222,4301,122877
Broccoli,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,Compost,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Okra,Pre-Kharif,8.97,Peat,Andhra Pradesh,518,High,Moderate,Chemical,Potash,Gypsum,30005,19573,41531,17940,23681,65050,27054,9185,6494,240513
Radish,Rabi,2.48,Silt,Haryana,396,Low,High,Organic,Vermicompost,Urea,9461,5153,10203,2976,6314,11785,8722,3656,1964,60234
Lettuce,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,DAP,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Brinjal,Late Kharif,8.93,Loam,Kerala,394,Low,High,Chemical,Potash,"Urea, Green Manure, Bio-fertilizers",32014,15083,43150,17860,23209,38703,31246,9037,6849,217151
Brinjal,Winter,9.72,Clay,Haryana,516,High,High,Chemical,Urea,Zinc Sulphate,33660,20538,39405,19440,36168,55171,34885,10167,6231,255665
Cauliflower,Rainy,1.45,Silt,Madhya Pradesh,391,High,Moderate,Chemical,Vermicompost,Green Manure,3988,3112,5513,2900,4894,8504,3726,1886,918,35441
Cabbage,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Urea,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Zucchini,Harvest,9.33,Sandy,Madhya Pradesh,519,Moderate,High,Organic,Compost,"Ammonium Sulphate, Vermicompost, Zinc Sulphate",37143,22019,34157,11196,26273,62950,31237,9591,8453,243019
Pumpkin,Transitional,9.11,Clay,Uttar Pradesh,273,High,Moderate,Organic,Vermicompost,"Bone Meal, Green Manure, Lime",35511,20871,42343,10932,35356,27357,36331,13091,6714,228506
Lettuce,Post-Rabi,6.9,Silt,Andhra Pradesh,315,Low,Low,Organic,Ammonium Sulfate,"Zinc Sulphate, Ammonium Sulphate, Compost",25012,13020,24488,8280,20769,30429,19596,9184,4237,155015
Cabbage,Pre-Kharif,5.28,Peat,Gujarat,533,Moderate,Moderate,Chemical,DAP,"Vermicompost, Green Manure, Lime",19974,12888,21875,10560,14562,30957,13823,5518,4155,134312
Peas,Spring,2.72,Peat,Karnataka,511,Low,High,Chemical,NPK,"Gypsum, Urea, DAP, Bone Meal",8932,5005,12332,5440,7428,13899,7736,3852,1384,66008
Cabbage,Monsoon,3.87,Peat,Bihar,281,Moderate,Moderate,Chemical,Ammonium Sulfate,"Zinc Sulphate, NPK, Calcium Nitrate",14520,8170,18181,7740,10968,16312,13228,4632,2519,96270
Zucchini,Summer,1.97,Sandy,Punjab,278,High,High,Chemical,Ammonium Sulfate,"Green Manure, NPK",7588,4610,8323,3940,7519,6024,4261,1931,1946,46142
Tomato,Kharif,8.32,Peat,Madhya Pradesh,359,High,Low,Organic,Urea,"Calcium Nitrate, Bio-fertilizers",28729,14202,38680,9984,24452,41816,20517,8087,4443,190910
Radish,Autumn,5.62,Loam,Rajasthan,293,Low,Moderate,Chemical,Ammonium Sulfate,"Ammonium Sulphate, Bio-fertilizers, DAP",14247,12375,27892,11240,21845,16467,18743,4951,4693,132453
Lettuce,Summer,1.34,Sandy,Kerala,444,Moderate,Low,Chemical,Vermicompost,"Bone Meal, Gypsum, Green Manure, Vermicompost",4100,2518,5002,2680,5002,5950,3937,1357,1292,31838
Beetroot,Summer,4.22,Sandy,Uttar Pradesh,581,High,High,Chemical,Urea,"DAP, Gypsum",11516,10027,17918,8440,10723,29422,10179,5254,3465,106944
Ginger,Zaid,7.11,Sandy,Maharashtra,458,Low,High,Organic,Compost,"Lime, Bone Meal, Calcium Nitrate",19652,16410,26819,8532,24487,48846,14256,8589,5269,172860
Brinjal,Rabi,7.01,Peat,Kerala,590,High,Low,Organic,DAP,"Vermicompost, Urea",22053,10774,29056,8412,21065,49631,21801,8342,4732,175866
Garlic,Winter,1.46,Silt,Punjab,349,High,High,Organic,DAP,"Bone Meal, Potash",5154,2502,5528,1752,4161,6624,4522,1362,1164,32769
Zucchini,Monsoon,1.65,Sandy,Tamil Nadu,533,High,Low,Organic,Urea,NPK,4670,3340,6603,1980,4818,8794,3651,1330,1368,36554
Zucchini,Zaid,8.98,Silt,Chhattisgarh,563,Low,Moderate,Chemical,Ammonium Sulfate,Calcium Nitrate,22621,20663,39647,17960,23294,60669,20205,11755,6888,223702
Zucchini,Pre-Kharif,5.12,Sandy,Kerala,448,Low,High,Chemical,NPK,"DAP, Compost",16558,7885,24899,10240,14367,27525,13804,6415,3855,125548
Broccoli,Zaid,6.82,Loam,Tamil Nadu,589,High,High,Chemical,DAP,Green Manure,23174,10298,31345,13640,18407,60255,23086,9255,5790,195250
Cauliflower,Rabi,2.15,Silt,Rajasthan,448,Low,Moderate,Organic,DAP,"Zinc Sulphate, DAP, Bio-fertilizers",6358,5343,9165,2580,8576,10595,8000,3070,1202,54889
Chili,Summer,1.51,Sandy,Andhra Pradesh,509,Moderate,High,Chemical,Ammonium Sulfate,"Bio-fertilizers, Urea",4162,2511,6040,3020,5478,9992,4015,1638,1306,38162
Spinach,Pre-Kharif,9.18,Peat,Kerala,495,Moderate,Low,Chemical,Urea,"DAP, Green Manure",33865,14890,34407,18360,25787,63617,18782,13137,8960,231805
Peas,Spring,5.43,Sandy,Madhya Pradesh,439,Moderate,Low,Chemical,Ammonium Sulfate,"Phosphate, Bone Meal",13651,12999,20335,10860,21427,30989,18940,5631,5425,140257
Broccoli,Monsoon,4.89,Silt,Uttar Pradesh,597,Moderate,Low,Organic,Ammonium Sulfate,"Potash, Bone Meal, Urea",18474,10988,21775,5868,17154,37951,16543,6753,4112,139618
Carrot,Transitional,3.11,Sandy,Haryana,262,Moderate,High,Chemical,Potash,Potash,10823,6214,11283,6220,11927,8148,9737,4562,2398,71312
Tomato,Harvest,5.93,Clay,Karnataka,596,Low,High,Organic,Urea,"Calcium Nitrate, NPK, DAP",15620,12477,28458,7116,15442,49480,23678,8859,4098,165228
Brinjal,Harvest,3.91,Peat,Uttar Pradesh,390,Low,Moderate,Organic,Potash,Zinc Sulphate,11898,7640,14150,4692,10350,18299,14307,5591,3382,90309
Beetroot,Dry,5.58,Loam,Karnataka,530,High,High,Chemical,Urea,"Bone Meal, Zinc Sulphate, Green Manure, Vermicompost",14793,10022,26561,11160,22314,29574,22303,8370,4107,149204
Lettuce,Zaid,8.05,Clay,Bihar,308,Low,Moderate,Organic,Ammonium Sulfate,"Vermicompost, Phosphate",26251,14216,35122,9660,31009,37191,18483,8936,6512,187380
Carrot,Kharif,2.15,Silt,Tamil Nadu,553,Low,High,Chemical,Compost,"Potash, Gypsum, Calcium Nitrate",6284,3649,9419,4300,6590,13078,4848,2438,1967,52573
Beetroot,Transitional,6.34,Silt,Bihar,361,Low,High,Chemical,Potash,Zinc Sulphate,24181,12135,24168,12680,19305,25176,22716,6416,4546,151323
Radish,Monsoon,3.87,Peat,Bihar,281,Moderate,Moderate,Chemical,Ammonium Sulfate,"Zinc Sulphate, NPK, Calcium Nitrate",14520,8170,18181,7740,10968,16312,13228,4632,2519,96270
Carrot,Transitional,6.07,Loam,Punjab,510,Low,High,Chemical,DAP,"Gypsum, Compost, Vermicompost, DAP",16765,14313,23849,12140,23430,30957,17105,8893,4941,152393
Broccoli,Pre-Kharif,9.18,Peat,Kerala,495,Moderate,Low,Chemical,Urea,"DAP, Green Manure",33865,14890,34407,18360,25787,63617,18782,13137,8960,231805
Radish,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,Potash,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Chili,Autumn,3.74,Silt,Madhya Pradesh,321,Low,High,Organic,NPK,"Zinc Sulphate, Green Manure, Vermicompost, Gypsum",10491,9279,14306,4488,12810,16808,13576,4017,3587,89362
Cauliflower,Kharif,2.15,Silt,Tamil Nadu,553,Low,High,Chemical,Urea,"Potash, Gypsum, Calcium Nitrate",6284,3649,9419,4300,6590,13078,4848,2438,1967,52573
Zucchini,Transitional,8.98,Sandy,Madhya Pradesh,296,High,High,Chemical,Urea,"Bio-fertilizers, Vermicompost, DAP, Gypsum",32337,19109,33540,17960,25234,37213,21067,9160,7858,203478
Ginger,Post-Rabi,6.9,Silt,Andhra Pradesh,315,Low,Low,Organic,Potash,"Zinc Sulphate, Ammonium Sulphate, Compost",25012,13020,24488,8280,20769,30429,19596,9184,4237,155015
Pumpkin,Monsoon,4.67,Peat,Andhra Pradesh,370,Moderate,Moderate,Organic,Vermicompost,"Zinc Sulphate, Bone Meal",18451,9718,20450,5604,13515,24191,13865,3974,3222,112990
Radish,Summer,1.97,Sandy,Punjab,278,High,High,Chemical,Vermicompost,"Green Manure, NPK",7588,4610,8323,3940,7519,6024,4261,1931,1946,46142
Radish,Harvest,4.51,Clay,Bihar,585,Moderate,Low,Organic,Compost,Vermicompost,15956,10887,17449,5412,17336,39575,16998,4582,4307,132502
Lettuce,Kharif,5.22,Silt,Rajasthan,419,Moderate,Low,Chemical,Potash,"Phosphate, Urea",15775,11646,23292,10440,15216,30621,13462,4552,4729,129733
Garlic,Pre-Kharif,6.76,Clay,Madhya Pradesh,328,Moderate,Low,Chemical,DAP,"Bone Meal, Lime",25985,16528,33313,13520,24356,33259,22619,9883,5793,185256
Cauliflower,Late Kharif,9.52,Silt,Andhra Pradesh,477,Low,Moderate,Organic,Urea,"Potash, Lime, NPK",35881,22305,45496,11424,26713,54492,23962,12252,7026,239551
Tomato,Post-Rabi,2.32,Peat,Maharashtra,324,Low,High,Organic,Ammonium Sulfate,Bio-fertilizers,7046,5283,10155,2784,8591,7517,4960,2028,2297,50661
Pumpkin,Monsoon,7.37,Sandy,Haryana,529,Moderate,Low,Chemical,Ammonium Sulfate,DAP,20673,16096,29473,14740,26908,42886,21697,8210,5638,186321
Spinach,Spring,9.05,Peat,Karnataka,496,High,High,Organic,Compost,"Bone Meal, NPK, Potash, Phosphate",32671,21883,42336,10860,29693,67332,35738,8344,4670,253527
Garlic,Rainy,5.94,Peat,Odisha,486,Low,High,Organic,Potash,Compost,17968,13906,29569,7128,22911,31755,22786,5334,5120,156477
Zucchini,Late Kharif,0.95,Clay,Karnataka,496,Low,Low,Chemical,Ammonium Sulfate,"Potash, Zinc Sulphate, Compost, Lime",2691,1971,4449,1900,3215,6126,2587,1408,928,25275
Carrot,Transitional,6.34,Silt,Bihar,361,Low,High,Chemical,Urea,Zinc Sulphate,24181,12135,24168,12680,19305,25176,22716,6416,4546,151323
Cauliflower,Rainy,7.99,Sandy,Chhattisgarh,593,Moderate,Moderate,Organic,Vermicompost,"Vermicompost, NPK, Compost",23315,14070,35835,9588,27677,71071,25097,11210,4770,222633
Tomato,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,Vermicompost,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Cabbage,Dry,2.98,Silt,Tamil Nadu,507,Low,Low,Chemical,Ammonium Sulfate,"Lime, Compost, Green Manure, Zinc Sulphate",9166,5593,13261,5960,9849,21152,10814,4190,2467,82452
Lettuce,Spring,2.84,Clay,Tamil Nadu,514,Low,Low,Organic,Vermicompost,"Green Manure, Calcium Nitrate, Potash",9613,5353,12340,3408,10110,18977,8821,3042,2542,74206
Tomato,Kharif,4.18,Sandy,Haryana,396,High,Low,Organic,Urea,"Potash, Green Manure, NPK",15570,6667,16043,5016,10500,23174,9514,4594,3586,94664
Capsicum,Post-Rabi,9.34,Sandy,Chhattisgarh,594,Moderate,Moderate,Organic,Urea,"Bio-fertilizers, Bone Meal, NPK",23527,15953,45355,11208,32961,55480,34810,11871,7491,238656
Ginger,Autumn,9.38,Clay,Haryana,356,Low,Moderate,Organic,NPK,"Lime, Urea, Compost",31320,16481,38983,11256,34049,36732,25101,11809,6988,212719
Ginger,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,NPK,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Cabbage,Late Kharif,2.16,Sandy,Gujarat,464,Moderate,Low,Chemical,Vermicompost,"Bio-fertilizers, Potash, DAP, Ammonium Sulphate",7573,3393,9275,4320,6337,11025,5067,2968,1920,51878
Garlic,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,NPK,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Garlic,Transitional,7.49,Silt,Odisha,350,High,Low,Organic,Urea,"Compost, Ammonium Sulphate, Calcium Nitrate",26275,15909,32978,8988,22770,28836,27646,6689,7385,177476
Chili,Late Kharif,6.64,Sandy,Rajasthan,540,Moderate,Moderate,Chemical,NPK,"Gypsum, Compost",20385,10219,25066,13280,18306,39442,25551,9575,4057,165881
Brinjal,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,Vermicompost,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Onion,Monsoon,7.46,Clay,West Bengal,553,High,High,Chemical,Vermicompost,Compost,24984,16419,33943,14920,22947,41254,18023,6207,5990,184687
Brinjal,Monsoon,5.73,Loam,Odisha,597,Moderate,Moderate,Organic,NPK,Vermicompost,19224,10612,28134,6876,22072,51312,18898,7438,5707,170273
Cauliflower,Autumn,3.26,Loam,Odisha,512,Low,High,Organic,Vermicompost,Potash,11084,7133,12082,3912,9979,16691,10031,4567,1842,77321
Okra,Monsoon,5.98,Silt,Uttar Pradesh,592,High,Low,Organic,Urea,"Bone Meal, Vermicompost, Urea",20081,10477,28806,7176,19124,53102,23675,7415,3660,173516
Brinjal,Zaid,3.72,Loam,Chhattisgarh,404,Low,Low,Organic,Ammonium Sulfate,"Bone Meal, NPK, Phosphate, DAP",12886,8221,17253,4464,9791,16532,7552,5520,3315,85534
Broccoli,Kharif,8.78,Peat,Maharashtra,314,Moderate,High,Organic,Urea,Bone Meal,22582,17657,37438,10536,30352,30326,18938,11713,7524,187066
Spinach,Dry,4.29,Loam,Bihar,553,Low,Low,Organic,Vermicompost,Green Manure,16096,10682,20995,5148,14800,30841,15967,3638,3136,121303
Tomato,Autumn,8.95,Clay,Kerala,258,Low,Moderate,Organic,DAP,"Urea, Bone Meal, DAP, Phosphate",32605,20800,33894,10740,30636,32327,20997,8359,8825,199183
Lettuce,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,Urea,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Spinach,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,Ammonium Sulfate,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Beetroot,Pre-Kharif,6.76,Clay,Madhya Pradesh,328,Moderate,Low,Chemical,Urea,"Bone Meal, Lime",25985,16528,33313,13520,24356,33259,22619,9883,5793,185256
Cabbage,Rabi,6.06,Sandy,Gujarat,591,Low,Moderate,Organic,Potash,"Zinc Sulphate, Gypsum, Bone Meal",15162,11653,28179,7272,17174,35815,16810,7054,4315,143434
Carrot,Rabi,5.31,Sandy,Haryana,488,High,High,Organic,Urea,"Zinc Sulphate, Calcium Nitrate, Lime, NPK",20704,11523,25233,6372,18282,31095,10843,4492,3510,132054
Zucchini,Post-Rabi,2.18,Loam,Bihar,580,Low,Moderate,Chemical,DAP,"DAP, Gypsum, Compost",7796,3811,10189,4360,6625,12644,5293,3026,1131,54875
Brinjal,Spring,7.39,Loam,Tamil Nadu,386,Moderate,Low,Organic,Potash,"Phosphate, Urea",18963,18128,30299,8868,24446,39936,17810,10789,5779,175018
Radish,Rainy,4.44,Peat,Chhattisgarh,310,Moderate,High,Organic,Vermicompost,"Bone Meal, Vermicompost",12099,9786,16872,5328,11171,15140,16623,4871,3676,95566
Ginger,Transitional,9.98,Loam,Punjab,273,High,Moderate,Chemical,Vermicompost,Potash,31537,21627,43563,19960,29601,40868,23673,12705,8663,232197
Radish,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,Potash,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Zucchini,Dry,5.58,Loam,Karnataka,530,High,High,Chemical,Potash,"Bone Meal, Zinc Sulphate, Green Manure, Vermicompost",14793,10022,26561,11160,22314,29574,22303,8370,4107,149204
Capsicum,Monsoon,5.98,Silt,Uttar Pradesh,592,High,Low,Organic,Vermicompost,"Bone Meal, Vermicompost, Urea",20081,10477,28806,7176,19124,53102,23675,7415,3660,173516
Cauliflower,Pre-Kharif,1.93,Clay,Tamil Nadu,594,High,Low,Organic,Potash,"NPK, Ammonium Sulphate",6062,3443,7147,2316,6458,12611,6560,2384,1015,47996
Garlic,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,Potash,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Ginger,Kharif,2.92,Silt,Rajasthan,360,Moderate,Moderate,Chemical,Urea,"Urea, Green Manure, Compost",10652,4666,13324,5840,8415,13666,6990,4196,2663,70412
Beetroot,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Ammonium Sulfate,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Pumpkin,Zaid,7.11,Sandy,Maharashtra,458,Low,High,Organic,Ammonium Sulfate,"Lime, Bone Meal, Calcium Nitrate",19652,16410,26819,8532,24487,48846,14256,8589,5269,172860
Peas,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,Vermicompost,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Okra,Transitional,7.85,Clay,Rajasthan,281,Low,High,Organic,Urea,"DAP, Bone Meal, Phosphate, Zinc Sulphate",24013,17584,33355,9420,25795,22058,26737,9710,4333,173005
Broccoli,Monsoon,7.37,Sandy,Haryana,529,Moderate,Low,Chemical,DAP,DAP,20673,16096,29473,14740,26908,42886,21697,8210,5638,186321
Carrot,Late Kharif,8.93,Loam,Kerala,394,Low,High,Chemical,Urea,"Urea, Green Manure, Bio-fertilizers",32014,15083,43150,17860,23209,38703,31246,9037,6849,217151
Lettuce,Autumn,6.69,Silt,Karnataka,366,Low,Moderate,Organic,Ammonium Sulfate,"NPK, Bio-fertilizers",24385,10691,27496,8028,21863,34280,17889,10002,4215,158849
Cauliflower,Dry,3.23,Silt,Andhra Pradesh,303,Low,Moderate,Organic,Urea,Ammonium Sulphate,9690,6192,14622,3876,12833,11744,9742,3756,2061,74516
Ginger,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Urea,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Zucchini,Spring,9.05,Peat,Karnataka,496,High,High,Organic,Urea,"Bone Meal, NPK, Potash, Phosphate",32671,21883,42336,10860,29693,67332,35738,8344,4670,253527
Garlic,Post-Rabi,5.87,Peat,Maharashtra,440,Moderate,Moderate,Organic,Vermicompost,"Lime, Compost",19301,13706,21126,7044,19682,28411,20457,6463,3199,139389
Spinach,Pre-Kharif,5.28,Peat,Gujarat,533,Moderate,Moderate,Chemical,Potash,"Vermicompost, Green Manure, Lime",19974,12888,21875,10560,14562,30957,13823,5518,4155,134312
